user,login_count,off_hour_logins,weekend_logins,unique_pcs_logon,off_hour_ratio,weekend_ratio,device_connections,unique_pcs_device,raw_anomaly_score,risk_score,is_anomaly,risk_level,risk_explanation,is_simulated,persona_description
Dtaa/Mdc0595,345,170,0,1,0.4928,0.0,0,0,0.256282,4.54,0,Low,Excessive logins (345 total) | High off-hours activity (170 logins outside 8AM–6PM),0,
Dtaa/Mjp0603,345,170,0,1,0.4928,0.0,0,0,0.256282,4.54,0,Low,Excessive logins (345 total) | High off-hours activity (170 logins outside 8AM–6PM),0,
Dtaa/Knh0719,345,167,0,1,0.4841,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (167 logins outside 8AM–6PM),0,
Dtaa/Rsj0328,345,164,0,1,0.4754,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (164 logins outside 8AM–6PM),0,
Dtaa/Rlc0019,345,164,0,1,0.4754,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (164 logins outside 8AM–6PM),0,
Dtaa/Bae0444,345,167,0,1,0.4841,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (167 logins outside 8AM–6PM),0,
Dtaa/Knc0403,345,162,0,1,0.4696,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (162 logins outside 8AM–6PM),0,
Dtaa/Aac0344,345,166,0,1,0.4812,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (166 logins outside 8AM–6PM),0,
Dtaa/Keh0055,345,162,0,1,0.4696,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (162 logins outside 8AM–6PM),0,
Dtaa/Mlc0238,345,163,0,1,0.4725,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (163 logins outside 8AM–6PM),0,
Dtaa/Sck0576,345,163,0,1,0.4725,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (163 logins outside 8AM–6PM),0,
Dtaa/Sdr0010,345,168,0,1,0.487,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (168 logins outside 8AM–6PM),0,
Dtaa/Cds0300,345,164,0,1,0.4754,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (164 logins outside 8AM–6PM),0,
Dtaa/Abd0833,345,164,0,1,0.4754,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (164 logins outside 8AM–6PM),0,
Dtaa/Ysh0268,345,162,0,1,0.4696,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (162 logins outside 8AM–6PM),0,
Dtaa/Hcr0525,345,167,0,1,0.4841,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (167 logins outside 8AM–6PM),0,
Dtaa/Fmf0197,345,167,0,1,0.4841,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (167 logins outside 8AM–6PM),0,
Dtaa/Mzb0206,345,165,0,1,0.4783,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (165 logins outside 8AM–6PM),0,
Dtaa/Net0306,345,168,0,1,0.487,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (168 logins outside 8AM–6PM),0,
Dtaa/Ahs0926,345,168,0,1,0.487,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (168 logins outside 8AM–6PM),0,
Dtaa/Lvc0027,345,162,0,1,0.4696,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (162 logins outside 8AM–6PM),0,
Dtaa/Aic0321,345,163,0,1,0.4725,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (163 logins outside 8AM–6PM),0,
Dtaa/Fct0552,345,168,0,1,0.487,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (168 logins outside 8AM–6PM),0,
Dtaa/Dcf0307,345,166,0,1,0.4812,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (166 logins outside 8AM–6PM),0,
Dtaa/Emm0782,345,167,0,1,0.4841,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (167 logins outside 8AM–6PM),0,
Dtaa/Tkg0523,345,167,0,1,0.4841,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (167 logins outside 8AM–6PM),0,
Dtaa/Lmh0690,345,166,0,1,0.4812,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (166 logins outside 8AM–6PM),0,
Dtaa/Ejb0888,345,162,0,1,0.4696,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (162 logins outside 8AM–6PM),0,
Dtaa/Snd0611,345,162,0,1,0.4696,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (162 logins outside 8AM–6PM),0,
Dtaa/Apc0769,345,165,0,1,0.4783,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (165 logins outside 8AM–6PM),0,
Dtaa/Dst0857,345,167,0,1,0.4841,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (167 logins outside 8AM–6PM),0,
Dtaa/Lcc0556,345,167,0,1,0.4841,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (167 logins outside 8AM–6PM),0,
Dtaa/Pds0896,345,165,0,1,0.4783,0.0,0,0,0.256898,4.39,0,Low,Excessive logins (345 total) | High off-hours activity (165 logins outside 8AM–6PM),0,
Dtaa/Akm0969,345,174,0,1,0.5043,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (174 logins outside 8AM–6PM),0,
Dtaa/Tsc0431,345,174,0,1,0.5043,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (174 logins outside 8AM–6PM),0,
Dtaa/Bah0774,345,174,0,1,0.5043,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (174 logins outside 8AM–6PM),0,
Dtaa/Ekb0587,345,174,0,1,0.5043,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (174 logins outside 8AM–6PM),0,
Dtaa/Slm0589,345,175,0,1,0.5072,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (175 logins outside 8AM–6PM),0,
Dtaa/Ycs0667,345,175,0,1,0.5072,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (175 logins outside 8AM–6PM),0,
Dtaa/Imf0700,345,174,0,1,0.5043,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (174 logins outside 8AM–6PM),0,
Dtaa/Azs0738,345,175,0,1,0.5072,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (175 logins outside 8AM–6PM),0,
Dtaa/Pig0194,345,175,0,1,0.5072,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (175 logins outside 8AM–6PM),0,
Dtaa/Nns0898,345,175,0,1,0.5072,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (175 logins outside 8AM–6PM),0,
Dtaa/Kps0299,345,175,0,1,0.5072,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (175 logins outside 8AM–6PM),0,
Dtaa/Cao0951,345,175,0,1,0.5072,0.0,0,0,0.257433,4.25,0,Low,Excessive logins (345 total) | High off-hours activity (175 logins outside 8AM–6PM),0,
Dtaa/Mjk0212,345,169,0,1,0.4899,0.0,0,0,0.2576,4.21,0,Low,Excessive logins (345 total) | High off-hours activity (169 logins outside 8AM–6PM),0,
Dtaa/Kso0749,345,169,0,1,0.4899,0.0,0,0,0.2576,4.21,0,Low,Excessive logins (345 total) | High off-hours activity (169 logins outside 8AM–6PM),0,
Dtaa/End0616,345,169,0,1,0.4899,0.0,0,0,0.2576,4.21,0,Low,Excessive logins (345 total) | High off-hours activity (169 logins outside 8AM–6PM),0,
Dtaa/Hnk0421,345,169,0,1,0.4899,0.0,0,0,0.2576,4.21,0,Low,Excessive logins (345 total) | High off-hours activity (169 logins outside 8AM–6PM),0,
Dtaa/Qlc0632,345,169,0,1,0.4899,0.0,0,0,0.2576,4.21,0,Low,Excessive logins (345 total) | High off-hours activity (169 logins outside 8AM–6PM),0,
Dtaa/Amh0101,345,172,0,1,0.4986,0.0,0,0,0.257856,4.14,0,Low,Excessive logins (345 total) | High off-hours activity (172 logins outside 8AM–6PM),0,
Dtaa/Slg0008,345,172,0,1,0.4986,0.0,0,0,0.257856,4.14,0,Low,Excessive logins (345 total) | High off-hours activity (172 logins outside 8AM–6PM),0,
Dtaa/Cbh0762,345,172,0,1,0.4986,0.0,0,0,0.257856,4.14,0,Low,Excessive logins (345 total) | High off-hours activity (172 logins outside 8AM–6PM),0,
Dtaa/Bzm0434,345,172,0,1,0.4986,0.0,0,0,0.257856,4.14,0,Low,Excessive logins (345 total) | High off-hours activity (172 logins outside 8AM–6PM),0,
Dtaa/Arr0878,345,172,0,1,0.4986,0.0,0,0,0.257856,4.14,0,Low,Excessive logins (345 total) | High off-hours activity (172 logins outside 8AM–6PM),0,
Dtaa/Asr0539,345,173,0,1,0.5014,0.0,0,0,0.258324,4.03,0,Low,Excessive logins (345 total) | High off-hours activity (173 logins outside 8AM–6PM),0,
Dtaa/Ktc0285,345,173,0,1,0.5014,0.0,0,0,0.258324,4.03,0,Low,Excessive logins (345 total) | High off-hours activity (173 logins outside 8AM–6PM),0,
Dtaa/Mam0947,345,173,0,1,0.5014,0.0,0,0,0.258324,4.03,0,Low,Excessive logins (345 total) | High off-hours activity (173 logins outside 8AM–6PM),0,
Dtaa/Ecd0029,334,0,0,1,0.0,0.0,0,0,0.264882,2.37,0,Low,Excessive logins (334 total),0,
Dtaa/Rek0484,339,0,0,1,0.0,0.0,0,0,0.267983,1.58,0,Low,Excessive logins (339 total),0,
Dtaa/Vft0014,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Lyc0672,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Njc0459,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bsm0334,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Umk0142,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Lrs0325,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bth0358,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Hsh0981,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Gws0381,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ltb0150,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Njh0593,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Vjd0704,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ujc0849,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ajc0203,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Vdp0070,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Njw0094,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Fgm0119,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Vbw0447,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Dcm0725,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ajs0978,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bqw0149,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Thb0783,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Nzd0771,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ths0006,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Tiw0195,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Jac0390,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bnn0072,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Eml0060,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ivs0463,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Lnm0509,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Itc0131,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/All0155,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Nsd0763,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ucm0106,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Brb0908,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Lpb0141,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Imd0280,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Nrh0276,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Enp0794,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Faf0578,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Txr0884,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ijg0454,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ihd0259,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bvm0716,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Igb0310,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Cns0950,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Agg0562,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bxy0648,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Zbh0980,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Heg0785,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Gch0545,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Cbr0208,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Gec0077,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Cgr0202,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ylo0362,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Abg0179,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Msp0078,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Cca0349,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ghs0664,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Mrs0395,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Mtm0239,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Gjh0384,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Mih0429,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Gnb0481,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Cgc0877,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Moa0526,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Zkn0548,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Zrr0705,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Aak0924,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Aak0658,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Aah0734,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Hfc0680,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Xrp0435,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Wab0970,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Afd0868,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bzh0120,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Cah0610,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Wcm0391,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Lju0036,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Wdw0064,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Wdw0198,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Hpn0821,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Cmm0900,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Mah0712,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Cam0975,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Aew0730,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Mts0084,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Mbd0602,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Aeg0905,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Wph0764,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Mcc0851,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Cbc0653,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Wwc0894,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Adr0219,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Xgb0052,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Acr0400,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Acm0061,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Llk0316,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Jbs0654,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Ter0923,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Sdm0333,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Rsg0385,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Pth0957,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Doc0003,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Kuc0848,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Doo0986,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Mkn0234,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Jww0076,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Kyh0920,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Axb0007,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Awb0828,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Lah0397,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Sao0167,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Sas0433,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Prb0157,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Sbb0044,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Sbc0360,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Dro0516,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Sbk0108,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Pml0209,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Jqh0724,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Pmg0890,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Lam0952,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Arw0541,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Rrf0245,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bdi0634,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Dnm0143,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Dkb0409,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Rdg0335,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bch0912,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Kmg0002,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Kmw0755,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bcm0899,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Kes0043,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bcb0013,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Raa0594,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Qvm0338,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Rim0938,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Dkr0696,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Dnh0619,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Rjp0874,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Knj0633,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Qnk0574,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Kcn0107,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
Dtaa/Bcs0374,345,0,0,1,0.0,0.0,0,0,0.27425,0.0,0,Low,Excessive logins (345 total),0,
